,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
158,SI,2025-10-20,96.9,-1.61,4.83,"Guerrero Jr., Vladimir",665489,693433,,ball,,,,,13,Ball,L,R,R,TOR,SEA,B,,,0,0,2025,-1.35,0.32,-0.35,1.2,,,,0,6,Bot,,,,,,,6.445097142629875,-140.97192808326608,-4.852351568503679,-19.43183359317517,33.50742838789783,-27.01667616932125,3.64,1.53,,,,96.8,2301,6.3,813037,663728,647304,660844,553993,641487,668227,677594,645302,54.16,,,,,,,,47,1,Sinker,1,3,1,3,3,1,1,3,Standard,Standard,230,-0.012,0.041,,,,-0.041,,-2,-2,0.2598127543872619,0.2598127543872619,25,26,25,26,1,2,3,1,,4.0,2.12,1.35,1.35,21.2,,,,,
159,FF,2025-10-20,98.7,-1.69,5.64,"Guerrero Jr., Vladimir",665489,669923,single,hit_into_play,,,,,5,Vladimir Guerrero Jr. singles on a sharp ground ball to left fielder Randy Arozarena. George Springer to 2nd.,L,R,R,TOR,SEA,X,7.0,ground_ball,0,2,2025,-1.08,1.16,-0.02,2.54,,,543807.0,1,1,Bot,86.95,121.51,,,,,7.0771539052642085,-143.51952539613862,-5.682417292523144,-16.550311203753655,35.43796070291438,-14.976363514552691,3.64,1.62,66.0,110.5,0.0,98.9,2413,6.6,813037,663728,647304,660844,553993,641487,668227,677594,645302,53.9,0.569,0.539,0.9,1.0,1.0,0.0,4.0,7,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,224,0.033,0.493,80.8,7.4,0.634,-0.493,110.5,-1,-1,0.4502766570620249,0.4502766570620249,27,26,27,26,1,0,5,1,,4.0,1.19,1.08,1.08,29.4,-0.7946617784783103,-6.868661026052814,30.32184928305924,33.19778374883239,34.41751880509072
160,SI,2025-10-20,97.5,-1.81,5.54,"Guerrero Jr., Vladimir",665489,669923,,called_strike,,,,,8,Called Strike,L,R,R,TOR,SEA,S,,,0,1,2025,-1.38,0.75,0.2,2.19,,,543807.0,1,1,Bot,,,,,,,8.61045199954853,-141.71006624417882,-5.216245156573727,-20.598293932691156,34.00644664795668,-20.976089650889847,3.64,1.64,,,,97.6,2321,6.5,813037,663728,647304,660844,553993,641487,668227,677594,645302,53.97,,,,,,,,7,2,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,226,-0.005,-0.047,,,,0.047,,-1,-1,0.4502766570620249,0.4502766570620249,27,26,27,26,1,0,5,1,,4.0,1.66,1.38,1.38,27.6,,,,,
161,SI,2025-10-20,98.8,-1.67,5.68,"Guerrero Jr., Vladimir",665489,669923,,called_strike,,,,,1,Called Strike,L,R,R,TOR,SEA,S,,,0,0,2025,-1.45,0.8,-0.72,3.15,,,543807.0,1,1,Bot,,,,,,,6.008315776472947,-143.72910519476562,-3.3220852448280462,-21.43260429620584,34.06850118079636,-20.489905082748937,3.64,1.65,,,,99.6,2375,6.8,813037,663728,647304,660844,553993,641487,668227,677594,645302,53.68,,,,,,,,7,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,221,-0.005,-0.04,,,,0.04,,-1,-1,0.4502766570620249,0.4502766570620249,27,26,27,26,1,0,5,1,,4.0,1.54,1.45,1.45,30.9,,,,,
162,SI,2025-10-20,95.7,-1.97,5.65,"Guerrero Jr., Vladimir",665489,660825,field_out,hit_into_play,,,,,4,Vladimir Guerrero Jr. lines out sharply to left fielder Randy Arozarena.,L,R,R,TOR,SEA,X,7.0,line_drive,0,0,2025,-1.47,0.82,-0.41,2.53,,,664770.0,1,7,Bot,64.28,93.3,,,,,7.365272790553729,-139.12664602801,-4.370278149826388,-20.759450733438317,33.06786695249407,-20.773214001302826,3.64,1.62,302.0,113.1,11.0,94.8,2272,5.9,813037,663728,647304,660844,553993,641487,668227,677594,645302,54.57,0.829,0.881,0.0,1.0,0.0,0.0,6.0,61,1,Sinker,4,3,4,3,3,4,4,3,Standard,Standard,223,-0.017,-0.256,75.6,7.8,1.216,0.256,113.1,1,1,0.789915883892963,0.789915883892963,29,26,30,26,1,3,1,1,,4.0,1.69,1.47,1.47,40.4,0.6488293126666872,-19.0804619185644,32.10893782945024,32.05719598129157,34.24334626501287
163,CU,2025-10-19,79.9,-0.05,5.72,"Guerrero Jr., Vladimir",665489,669302,home_run,hit_into_play,,,,,6,Vladimir Guerrero Jr. homers (6) on a line drive to left field.,L,R,R,TOR,SEA,X,,line_drive,1,1,2025,1.23,-0.7,0.32,2.36,,,,0,5,Bot,40.93,68.71,,,,,-1.5502432743680283,-116.30157658550856,0.788121349138895,11.370725817779132,25.60530751513206,-38.88231395158972,3.64,1.62,384.0,102.6,22.0,81.2,2243,7.6,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.93,0.571,0.839,2.0,1.0,0.0,3.0,6.0,40,3,Curveball,4,0,4,0,0,5,5,0,Standard,Standard,36,0.034,1.123,81.7,8.1,1.457,-1.123,102.6,4,4,0.9311588237973316,0.9311588237973316,28,26,28,26,3,2,6,2,,1.0,4.32,-1.23,-1.23,51.4,10.446641625377158,-21.973625241255537,24.279173151557664,39.32343563853234,46.52827431376137
164,FS,2025-10-19,77.7,-0.36,5.7,"Guerrero Jr., Vladimir",665489,669302,,ball,,,,,7,Ball,L,R,R,TOR,SEA,B,,,0,1,2025,-0.21,-0.15,-0.81,1.64,,,,0,5,Bot,,,,,,,-0.5942681769331783,-113.14032604247798,-1.46901962206733,-1.6841817896912332,22.97121751158908,-33.38158227941536,3.67,1.61,,,,79.4,753,7.7,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.81,,,,,,,,40,2,Split-Finger,4,0,4,0,0,4,4,0,Standard,Standard,254,0.006,0.031,,,,-0.031,,4,4,0.9311588237973316,0.9311588237973316,28,26,28,26,3,2,6,2,,1.0,3.95,0.21,0.21,44.6,,,,,
165,FF,2025-10-19,93.7,-0.19,5.86,"Guerrero Jr., Vladimir",665489,669302,,called_strike,,,,,8,Called Strike,L,R,R,TOR,SEA,S,,,0,0,2025,-0.17,1.34,0.16,2.25,,,,0,5,Bot,,,,,,,1.3029957282765798,-136.2370894941929,-6.62987255706103,-2.4417996401603586,33.87622683052258,-14.198029528751844,3.71,1.63,,,,95.4,1926,7.6,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.89,,,,,,,,40,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,202,0.006,-0.039,,,,0.039,,4,4,0.9311588237973316,0.9311588237973316,28,26,28,26,3,2,6,2,,1.0,1.29,0.17,0.17,47.3,,,,,
166,SL,2025-10-19,88.5,-0.23,5.88,"Guerrero Jr., Vladimir",665489,669302,force_out,hit_into_play,,,,,8,"Vladimir Guerrero Jr. grounds into a force out, third baseman Eugenio Suárez to second baseman Leo Rivas. George Springer out at 2nd.",L,R,R,TOR,SEA,X,5.0,ground_ball,1,0,2025,0.11,0.1,0.14,1.68,680718.0,643396.0,543807.0,2,2,Bot,108.21,165.05,,,,,0.6924290150703997,-128.72368877141454,-4.287997734379722,1.0170080395627874,34.35839437741731,-30.20799664556368,3.64,1.62,59.0,116.0,1.0,89.5,1634,7.6,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.89,0.617,0.577,0.0,1.0,0.0,0.0,4.0,18,2,Slider,2,0,2,0,0,2,2,0,Standard,Standard,150,-0.042,-0.286,83.5,8.2,0.699,0.286,116.0,2,2,0.7630149355044624,0.7630149355044624,28,26,28,26,2,1,6,2,,1.0,2.88,-0.11,-0.11,46.0,4.747638966402251,-13.872149420112567,33.39079546824436,37.46610424156096,39.84322677437669
167,SL,2025-10-19,86.7,-0.38,5.73,"Guerrero Jr., Vladimir",665489,669302,,blocked_ball,,,,,14,Ball In Dirt,L,R,R,TOR,SEA,B,,,0,0,2025,0.03,0.07,0.69,-0.05,680718.0,643396.0,543807.0,2,2,Bot,,,,,,,2.582427501632941,-126.11896570112684,-7.955059435735651,-0.2642744468345148,26.04991181469069,-30.011656808277056,3.66,1.55,,,,89.2,1875,7.9,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.6,,,,,,,,18,1,Slider,2,0,2,0,0,2,2,0,Standard,Standard,27,0.006,0.032,,,,-0.032,,2,2,0.7630149355044624,0.7630149355044624,28,26,28,26,2,1,6,2,,1.0,2.97,-0.03,-0.03,44.8,,,,,
168,SL,2025-10-19,88.0,-0.11,5.8,"Guerrero Jr., Vladimir",665489,669302,force_out,hit_into_play,,,,,14,"Vladimir Guerrero Jr. grounds into a force out, fielded by second baseman Leo Rivas. Nathan Lukes out at 2nd. Vladimir Guerrero Jr. to 1st.",L,R,R,TOR,SEA,X,4.0,ground_ball,1,1,2025,0.15,0.11,0.09,1.19,,,664770.0,1,1,Bot,129.48,154.42,,,,,0.1650685201037763,-127.99833033677386,-5.335078063697112,1.6159995640075049,29.010971694212163,-30.02207306099223,3.64,1.62,2.0,75.7,-44.0,89.4,1678,7.4,813038,663728,647304,660844,553993,641487,668227,677594,686527,53.08,0.137,0.122,0.0,1.0,0.0,0.0,2.0,6,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,29,-0.029,-0.297,79.6,8.4,0.144,0.297,88.0,0,0,0.5505129551270388,0.5505129551270388,28,26,28,26,1,0,6,2,,1.0,2.86,-0.15,-0.15,44.3,10.929647050996868,-23.682254768119083,34.49542712311422,35.33817102597386,48.99517276289292
169,FF,2025-10-19,97.8,-0.02,5.81,"Guerrero Jr., Vladimir",665489,669302,,blocked_ball,,,,,14,Ball In Dirt,L,R,R,TOR,SEA,B,,,0,1,2025,-0.42,1.31,0.76,0.55,,,664770.0,1,1,Bot,,,,,,,3.1704410043446702,-142.07328312729734,-12.041031754689858,-6.349220593606844,31.300029073366854,-11.933880293611356,3.68,1.59,,,,100.8,2019,7.9,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.59,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205,-0.001,0.019,,,,-0.019,,0,0,0.5505129551270388,0.5505129551270388,28,26,28,26,1,0,6,2,,1.0,1.07,0.42,0.42,47.0,,,,,
170,FF,2025-10-19,96.9,-0.2,5.92,"Guerrero Jr., Vladimir",665489,669302,,foul,,,,,5,Foul,L,R,R,TOR,SEA,S,,,0,0,2025,-0.3,1.57,-0.19,2.48,,,664770.0,1,1,Bot,,,,,,,0.7295907529337953,-140.9463240929485,-7.37792134761579,-4.103080788165075,34.48128286354404,-9.84694533187341,3.64,1.62,127.0,78.4,10.0,99.3,2037,7.8,813038,663728,647304,660844,553993,641487,668227,677594,686527,52.7,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202,-0.001,-0.04,81.9,7.0,,0.04,88.0,0,0,0.5505129551270388,0.5505129551270388,28,26,28,26,1,0,6,2,,1.0,0.88,0.3,0.3,48.6,-9.622716303901235,1.5888532315175812,35.57616722415868,32.42204663235345,28.14648009092172
171,SI,2025-10-19,98.5,-2.51,5.65,"Guerrero Jr., Vladimir",665489,672841,single,hit_into_play,,,,,11,Vladimir Guerrero Jr. singles on a line drive to left fielder Randy Arozarena. Nathan Lukes to 2nd.,L,R,R,TOR,SEA,X,7.0,line_drive,0,1,2025,-1.42,0.69,-1.38,3.22,,,664770.0,2,8,Bot,99.42,93.97,,,,,6.433040951839109,-143.19460950821826,-2.669575517722376,-21.074381192756523,36.84561424221196,-22.32373755541929,3.64,1.62,203.0,75.5,23.0,98.9,2100,6.8,813038,663728,647304,660844,553993,641487,668227,677594,686527,53.7,0.926,0.856,0.9,1.0,1.0,0.0,4.0,70,2,Sinker,6,2,6,2,2,6,6,2,Standard,Standard,222,0.003,0.387,72.9,6.4,1.004,-0.387,88.0,4,4,0.9863938403486204,0.9863938403486204,25,26,26,26,1,4,3,2,,1.0,1.69,1.42,1.42,26.8,-7.842472158710771,9.596504434696522,28.06649073164133,21.06409708776681,25.72405064348819
172,SI,2025-10-19,100.5,-2.56,5.7,"Guerrero Jr., Vladimir",665489,672841,,foul,,,,,1,Foul,L,R,R,TOR,SEA,S,,,0,0,2025,-1.26,0.89,-0.3,3.17,,,664770.0,2,8,Bot,,,,,,,9.377670189203297,-146.06187271768172,-3.7727634920267263,-20.322686244252235,35.94129976748691,-18.763997254074457,3.64,1.62,168.0,67.2,56.0,101.5,2119,7.0,813038,663728,647304,660844,553993,641487,668227,677594,686527,53.49,,,,,,,,70,1,Sinker,6,2,6,2,2,6,6,2,Standard,Standard,221,0.002,-0.042,72.8,6.8,,0.042,88.0,4,4,0.9863938403486204,0.9863938403486204,25,26,26,26,1,4,3,2,,1.0,1.38,1.26,1.26,34.0,-9.544532190438192,9.344838954577748,29.092016594627182,33.50016764832199,19.876720568206704
173,SI,2025-10-19,96.3,-2.25,5.19,"Guerrero Jr., Vladimir",665489,666374,hit_by_pitch,hit_by_pitch,,,,,11,Vladimir Guerrero Jr. hit by pitch.,L,R,R,TOR,SEA,B,,,0,1,2025,-1.38,0.72,-1.82,3.51,,,,1,7,Bot,,,,,,,4.3110422619654,-140.1569013544461,-0.4697280522262262,-19.163546730267456,34.349396097016445,-22.841098326295132,3.64,1.62,,,,96.4,2153,6.5,813038,663728,647304,660844,553993,641487,668227,677594,686527,53.96,,0.722289,0.7,1.0,0.0,0.0,,58,2,Sinker,5,2,5,2,2,5,5,2,Standard,Standard,231,0.01,0.456,,,,-0.456,,3,3,0.9357577789315564,0.9357577789315564,27,26,27,26,1,3,2,2,,1.0,1.75,1.38,1.38,28.1,,,,,
174,SI,2025-10-19,97.1,-2.23,5.29,"Guerrero Jr., Vladimir",665489,666374,,called_strike,,,,,4,Called Strike,L,R,R,TOR,SEA,S,,,0,0,2025,-1.36,0.62,-0.36,2.9,,,,1,7,Bot,,,,,,,8.159499593114443,-141.11540748801508,-2.2332057914726304,-20.063195713671355,34.154324349938854,-23.648356800898227,3.68,1.66,,,,97.3,2218,6.6,813038,663728,647304,660844,553993,641487,668227,677594,686527,53.89,,,,,,,,58,1,Sinker,5,2,5,2,2,5,5,2,Standard,Standard,236,0.005,-0.039,,,,0.039,,3,3,0.9357577789315564,0.9357577789315564,27,26,27,26,1,3,2,2,,1.0,1.82,1.36,1.36,28.7,,,,,
175,SI,2025-10-17,96.8,-2.38,5.15,"Guerrero Jr., Vladimir",665489,666374,strikeout,swinging_strike,,,,,4,Vladimir Guerrero Jr. strikes out swinging.,L,R,R,SEA,TOR,S,2.0,,3,2,2025,-1.54,0.36,-0.81,2.6,,543807.0,664770.0,2,5,Top,,,,,,,7.711312579779356,-140.64183866791225,-2.0200686641583907,-22.18351660053099,34.590552236810964,-27.11761160679312,3.65,1.63,,,,96.7,2253,6.5,813039,663728,647304,660844,553993,641487,668227,677594,686527,54.01,,0.0,0.0,1.0,0.0,0.0,,37,6,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,235,0.057,-0.282,74.0,6.8,,0.282,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,2.09,1.54,1.54,24.9,-4.925539324797824,-1.704139417386699,32.63067432476345,25.70475389399027,22.917749568954168
176,SL,2025-10-17,87.0,-2.44,4.88,"Guerrero Jr., Vladimir",665489,666374,,swinging_strike,,,,,14,Swinging Strike,L,R,R,SEA,TOR,S,,,3,1,2025,0.98,0.16,1.51,1.67,,543807.0,664770.0,2,5,Top,,,,,,,7.517137084933787,-126.45337134833724,-1.8167646115021747,8.854007694386237,27.33118481154804,-30.308897763447558,3.65,1.63,,,,87.4,2735,6.7,813039,663728,647304,660844,553993,641487,668227,677594,686527,53.78,,,,,,,,37,5,Slider,1,1,1,1,1,1,1,1,Standard,Standard,61,-0.001,-0.11,76.5,8.7,,0.11,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,2.87,-0.98,-0.98,25.6,17.210941813296063,-32.04773826008122,25.047221239542885,52.135898289269925,50.89273434036545
177,SL,2025-10-17,87.5,-2.42,5.03,"Guerrero Jr., Vladimir",665489,666374,,ball,,,,,14,Ball,L,R,R,SEA,TOR,B,,,2,1,2025,0.99,0.14,1.68,1.59,,543807.0,664770.0,2,5,Top,,,,,,,7.901194631000174,-127.16101096814116,-2.4372495452026843,9.073580511243822,26.843969739421865,-30.353087666418688,3.63,1.71,,,,87.9,2979,6.7,813039,663728,647304,660844,553993,641487,668227,677594,686527,53.79,,,,,,,,37,4,Slider,1,1,1,1,1,1,1,1,Standard,Standard,46,-0.001,0.109,,,,-0.109,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,2.85,-0.99,-0.99,26.5,,,,,
178,SI,2025-10-17,96.3,-2.25,5.12,"Guerrero Jr., Vladimir",665489,666374,,called_strike,,,,,6,Called Strike,L,R,R,SEA,TOR,S,,,2,0,2025,-1.47,0.3,0.52,2.46,,543807.0,664770.0,2,5,Top,,,,,,,10.737159587205268,-139.7333465247199,-2.1040038649981225,-21.7101773707681,33.67419114647475,-27.955942848543412,3.66,1.68,,,,96.3,2199,6.6,813039,663728,647304,660844,553993,641487,668227,677594,686527,53.91,,,,,,,,37,3,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,234,-0.001,-0.052,,,,0.052,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,2.19,1.47,1.47,24.8,,,,,
179,SL,2025-10-17,87.2,-2.47,4.96,"Guerrero Jr., Vladimir",665489,666374,,ball,,,,,14,Ball,L,R,R,SEA,TOR,B,,,1,0,2025,0.95,0.14,1.05,1.0,,543807.0,664770.0,2,5,Top,,,,,,,6.544067891587304,-126.84834341000716,-3.653087542677657,8.841878386974155,26.25009913435637,-30.142335456910384,3.64,1.67,,,,87.6,2833,6.6,813039,663728,647304,660844,553993,641487,668227,677594,686527,53.93,,,,,,,,37,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,45,-0.001,0.029,,,,-0.029,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,2.87,-0.95,-0.95,24.5,,,,,
180,SI,2025-10-17,95.7,-2.28,5.13,"Guerrero Jr., Vladimir",665489,666374,,ball,,,,,11,Ball,L,R,R,SEA,TOR,B,,,0,0,2025,-1.5,0.54,-0.97,3.29,,543807.0,664770.0,2,5,Top,,,,,,,6.881225326595827,-139.1567146799875,-0.4052123511852261,-21.035678798493755,33.67020804706487,-25.37118068095205,3.69,1.71,,,,95.8,2237,6.6,813039,663728,647304,660844,553993,641487,668227,677594,686527,53.93,,,,,,,,37,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,233,-0.001,0.024,,,,-0.024,,0,0,0.5076165082286863,0.4923834917713137,27,26,27,26,1,2,1,1,2.0,2.0,1.97,1.5,1.5,28.7,,,,,
181,SI,2025-10-17,97.2,-0.66,5.59,"Guerrero Jr., Vladimir",665489,682243,double,hit_into_play,,,,,8,Vladimir Guerrero Jr. doubles (3) on a line drive to center fielder Julio Rodríguez.,L,R,R,SEA,TOR,X,8.0,line_drive,0,0,2025,-1.28,1.08,0.26,2.0,,,,2,1,Top,85.94,53.67,,,,,5.400358239670914,-141.34116270971367,-6.547474390511887,-18.36298776281247,34.001286231670626,-16.426120361931616,3.65,1.63,369.0,113.5,13.0,97.0,2478,6.3,813039,663728,647304,660844,553993,641487,668227,677594,686527,54.17,0.734,0.782,1.25,1.0,1.0,1.0,6.0,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211,-0.023,0.579,80.3,8.0,1.13,-0.579,113.5,0,0,0.5379144392653283,0.4620855607346716,26,26,27,26,1,0,5,1,,2.0,1.35,1.28,1.28,39.6,0.0870504739786,-6.102171147495441,34.75533560336278,38.83011198771793,34.31588097669406
182,SI,2025-10-16,94.2,-2.08,5.01,"Guerrero Jr., Vladimir",665489,622491,single,hit_into_play,,,,,5,Vladimir Guerrero Jr. singles on a line drive to center fielder Julio Rodríguez. Nathan Lukes to 2nd.,L,R,R,SEA,TOR,X,8.0,line_drive,0,0,2025,-1.81,0.16,0.12,2.51,,,664770.0,1,3,Top,120.5,94.98,,,,,9.53217878276834,-136.83961536523336,-1.070638006880791,-24.921263289571257,32.81882504237757,-30.199100187796667,3.66,1.63,166.0,94.6,8.0,92.1,2163,5.3,813035,663728,647304,660844,553993,641487,668227,677594,686527,55.19,0.611,0.568,0.9,1.0,1.0,0.0,4.0,20,1,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,241,-0.039,0.406,80.2,7.7,0.687,-0.406,94.6,-1,1,0.3859199782272478,0.6140800217727522,32,26,33,26,2,1,6,1,,1.0,2.44,1.81,1.81,17.3,-1.2240517977725134,2.422250263400197,26.737420614921657,37.78742406478225,29.96463774659264
183,SI,2025-10-16,95.9,-3.99,5.17,"Guerrero Jr., Vladimir",665489,676106,field_out,hit_into_play,,,,,5,Vladimir Guerrero Jr. flies out to right fielder Dominic Canzone.,L,R,R,SEA,TOR,X,9.0,fly_ball,0,0,2025,-1.38,0.4,0.05,3.02,,543807.0,664770.0,2,8,Top,202.78,104.4,,,,,13.732053017152523,-138.97264753942184,-0.9211334738689638,-21.049027217054483,31.988913176657604,-27.061719573247668,3.66,1.63,301.0,94.2,29.0,95.1,2491,6.1,813035,663728,647304,660844,553993,641487,668227,677594,686527,54.36,0.149,0.227,0.0,1.0,0.0,0.0,3.0,66,1,Sinker,2,8,8,2,8,2,8,2,Standard,Standard,244,0.0,-0.282,79.7,6.9,0.404,0.282,94.2,-6,6,0.0087570074684251,0.9912429925315748,26,26,26,26,1,4,3,1,,1.0,2.11,1.38,1.38,11.3,-6.506088764787712,12.598570180871135,22.57521119933764,37.384458968195474,26.166234412298525
184,SI,2025-10-16,94.9,-2.27,4.96,"Guerrero Jr., Vladimir",665489,622491,field_out,hit_into_play,,,,,4,"Vladimir Guerrero Jr. grounds out, shortstop J.P. Crawford to first baseman Josh Naylor.",L,R,R,SEA,TOR,X,6.0,ground_ball,0,2,2025,-1.59,0.33,-0.42,2.35,,,,2,1,Top,111.25,150.87,,,,,8.23711759607474,-137.91115860905424,-1.851757323389169,-22.10308154183596,33.31919655537011,-27.71518080975845,3.66,1.63,58.0,67.4,4.0,93.0,1982,5.4,813035,663728,647304,660844,553993,641487,668227,677594,686527,55.08,0.194,0.168,0.0,1.0,0.0,0.0,2.0,3,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,241,0.009,-0.16,77.6,7.0,0.235,0.16,88.0,0,0,0.5379144392653283,0.4620855607346716,32,26,33,26,1,0,6,1,,1.0,2.22,1.59,1.59,13.1,-11.08849939161965,3.646924246221492,37.59429550312464,29.36652675337464,28.75398373267265
185,SI,2025-10-16,95.7,-2.15,5.71,"Guerrero Jr., Vladimir",665489,660825,home_run,hit_into_play,,,,,6,Vladimir Guerrero Jr. homers (5) on a fly ball to right center field.,L,R,R,SEA,TOR,X,,fly_ball,1,1,2025,-1.51,1.0,0.66,2.58,,,,1,7,Top,200.42,74.08,,,,,10.639622926637454,-138.96324049784374,-4.8215131069715005,-21.965116213804865,31.4707064871118,-18.310410254660614,3.66,1.63,359.0,103.5,27.0,94.3,2304,5.6,813035,663728,647304,660844,553993,641487,668227,677594,686527,54.86,0.706,1.308,2.0,1.0,0.0,3.0,6.0,54,3,Sinker,2,5,5,2,6,2,6,2,Infield shade,Standard,220,-0.058,1.593,80.2,7.7,2.499,-1.593,103.5,-3,3,0.1157733863613055,0.8842266136386945,29,26,30,26,1,3,3,1,3.0,1.0,1.5,1.51,1.51,38.4,-2.811886658833695,5.938297074452706,26.80904866016338,44.00832029005828,27.190008279069797
186,SI,2025-10-16,96.8,-2.24,5.65,"Guerrero Jr., Vladimir",665489,660825,,called_strike,,,,,9,Called Strike,L,R,R,SEA,TOR,S,,,1,0,2025,-1.58,0.91,0.59,1.99,,,,1,7,Top,,,,,,,11.042042303430184,-140.42119789032043,-6.178905735562924,-23.504643836379085,33.06814558274023,-18.88544657735055,3.57,1.63,,,,95.6,2250,5.9,813035,663728,647304,660844,553993,641487,668227,677594,686527,54.62,,,,,,,,54,2,Sinker,2,5,5,2,5,2,5,2,Infield shade,Standard,219,-0.009,-0.049,,,,0.049,,-3,3,0.1157733863613055,0.8842266136386945,29,26,30,26,1,3,3,1,3.0,1.0,1.55,1.58,1.58,37.7,,,,,
187,SI,2025-10-16,94.6,-2.21,5.03,"Guerrero Jr., Vladimir",665489,622491,,called_strike,,,,,8,Called Strike,L,R,R,SEA,TOR,S,,,0,1,2025,-1.62,0.35,-0.02,1.65,,,,2,1,Top,,,,,,,9.176668380469623,-137.33408824574218,-3.812554681711466,-22.555075280947104,32.560529961004896,-27.074853715838795,3.66,1.63,,,,92.9,2068,5.6,813035,663728,647304,660844,553993,641487,668227,677594,686527,54.92,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,242,-0.001,-0.057,,,,0.057,,0,0,0.5379144392653283,0.4620855607346716,32,26,33,26,1,0,6,1,,1.0,2.23,1.62,1.62,15.9,,,,,
188,SI,2025-10-16,96.5,-1.89,5.63,"Guerrero Jr., Vladimir",665489,660825,,ball,,,,,14,Ball,L,R,R,SEA,TOR,B,,,0,0,2025,-1.54,0.79,1.7,1.15,,,,1,7,Top,,,,,,,12.893712258167994,-139.78795927205414,-8.040506256658094,-23.084501536407128,31.15888546173994,-20.08566329582304,3.62,1.63,,,,95.4,2130,5.9,813035,663728,647304,660844,553993,641487,668227,677594,686527,54.6,,,,,,,,54,1,Sinker,2,5,5,2,5,2,5,2,Infield shade,Standard,221,-0.009,0.039,,,,-0.039,,-3,3,0.1157733863613055,0.8842266136386945,29,26,30,26,1,3,3,1,3.0,1.0,1.68,1.54,1.54,41.5,,,,,
